Name,Type,Description,Visible,Title,Date,Journal,Lens_ID,Citations,Importance,Link
"181-0,0131",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/044-813-727-513-662/main"">
Improved Limits on Sterile Neutrino Dark Matter using Full-Sky Fermi Gamma-Ray Burst Monitor Data</a><br>
Kenny C. Y. Ng, Shunsaku Horiuchi, Jennifer M. Gaskins, <i>et al.</i> <br><br>
A sterile neutrino of ∼keV mass is a well-motivated dark matter candidate. Its decay generates an x-ray line that offers a unique target for x-ray telescopes. For the first time, we use the Gamma-ray Burst Monitor (GBM) onboard the Fermi Gamma-Ray Space Telescope to search for sterile neutrino decay lines; our analysis covers the energy range 10–25 keV (sterile neutrino mass 20–50 keV), which is i...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.92.043503"">10.1103/physrevd.92.043503</a> [<a href=""https://arxiv.org/pdf/1504.04027"">PDF</a>]</div>",,Improved Limits on Sterile Neutrino Dark Matter using Full-Sky Fermi Gamma-Ray Burst Monitor Data,2018-05-12,Physical Review D,044-813-727-513-662,35,0.0131,
"182-0,013",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/051-966-819-099-797/main"">
Neutrino propagation in the Galactic dark matter halo</a><br>
P. F. de Salas, Roberto A. Lineros, M. Tórtola <br><br>
Neutrino oscillations are a widely observed and well established phenomenon. It is also well known that deviations with respect to flavor conversion probabilities in vacuum arise due to neutrino interactions with matter. In this work, we analyze the impact of new interactions between neutrinos and the dark matter present in the Milky Way on the neutrino oscillation pattern. The dark matter-neutrin...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.94.123001"">10.1103/physrevd.94.123001</a> [<a href=""https://arxiv.org/pdf/1601.05798"">PDF</a>]</div>",,Neutrino propagation in the Galactic dark matter halo,2018-05-12,Physical Review D,051-966-819-099-797,26,0.013,
"183-0,0129",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/081-716-738-679-550/main"">
Fermion dark matter and radiative neutrino masses from spontaneous lepton number breaking</a><br>
Cesar Bonilla, Leon M. G. de la Vega, J. M. Lamprea, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1367-2630/ab7254"">10.1088/1367-2630/ab7254</a> ",,Fermion dark matter and radiative neutrino masses from spontaneous lepton number breaking,2020-02-07,New Journal of Physics,081-716-738-679-550,0,0.0129,
"184-0,0125",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/044-976-362-623-098/main"">
Minimal two-component scalar doublet dark matter with radiative neutrino mass</a><br>
Debasish Borah, Rishav Roshan, Arunansu Sil <br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.100.055027"">10.1103/physrevd.100.055027</a> ",,Minimal two-component scalar doublet dark matter with radiative neutrino mass,2019-09-23,Physical Review D,044-976-362-623-098,5,0.0125,
"185-0,0124",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/008-548-384-624-925/main"">
Role of sterile neutrino warm dark matter in rhenium and tritium beta decays</a><br>
H. J. de Vega, O. Moreno, E. Moya de Guerra, <i>et al.</i> <br><br>
Abstract Sterile neutrinos with mass in the range of one to a few keV are important as extensions of the Standard Model of particle physics and are serious dark matter (DM) candidates. This DM mass scale (warm DM) is in agreement with both cosmological and galactic observations. We study the role of a keV sterile neutrino through its mixing with a light active neutrino in rhenium 187 and tritium b...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.nuclphysb.2012.08.019"">10.1016/j.nuclphysb.2012.08.019</a> [<a href=""https://arxiv.org/pdf/1109.3452v3"">PDF</a>]</div>",,Role of sterile neutrino warm dark matter in rhenium and tritium beta decays,2018-05-11,Nuclear Physics,008-548-384-624-925,45,0.0124,
"186-0,0122",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/126-835-797-613-626/main"">
Production of Sterile Neutrino Dark Matter and the 3.5 keV line</a><br>
Alexander Merle, Aurel Schneider <br><br>
The recent observation of an X-ray line at an energy of 3.5 keV mainly from galaxy clusters has initiated a discussion about whether we may have seen a possible dark matter signal. If confirmed, this signal could stem from a decaying sterile neutrino of a mass of 7.1 keV. Such a particle could make up all the dark matter, but it is not clear how it was produced in the early Universe. In this lette...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.physletb.2015.07.080"">10.1016/j.physletb.2015.07.080</a> [<a href=""http://www.arxiv-vanity.com/papers/1409.6311/"">PDF</a>]</div>",,Production of Sterile Neutrino Dark Matter and the 3.5 keV line,2018-05-12,Physics Letters B,126-835-797-613-626,69,0.0122,
"187-0,0119",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/147-328-586-830-247/main"">
Common Origin of Neutrino Mass, Dark Matter and Dirac Leptogenesis</a><br>
Debasish Borah, Arnab Dasgupta <br><br>
We study the possibility of generating tiny Dirac neutrino masses at one loop level through the \textit{scotogenic} mechanism such that one of the particles going inside the loop can be a stable cold dark matter (DM) candidate. Majorana mass terms of singlet fermions as well as tree level Dirac neutrino masses are prevented by incorporating the presence of additional discrete symmetries in a minim...
<br><br>
[<a href=""https://arxiv.org/pdf/1608.03872v2"">PDF</a>]</div>",,"Common Origin of Neutrino Mass, Dark Matter and Dirac Leptogenesis",2018-05-16,Journal of Cosmology and Astroparticle Physics,147-328-586-830-247,22,0.0119,
"188-0,0113",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/064-899-024-967-217/main"">
One-loop radiative seesaw dark matter and neutrinoless double beta decay with two zero flavor neutrino mass texture</a><br>
Teruyuki Kitabayashi, Shinya Ohkawa, Masaki Yasuè <br><br>
We discuss the linkage between dark matter mass in the one-loop radiative seesaw model and the effective neutrino mass for the neutrinoless double beta decay. This linkage, which has been already numerically suggested, is confirmed to be a reasonable relationship by deriving analytical expressions for two zero flavor neutrino mass texture.
<br><br>
DOI: <a href=""http://dx.doi.org/10.1142/s0217751x1750186x"">10.1142/s0217751x1750186x</a> [<a href=""http://www.arxiv-vanity.com/papers/1703.09417/"">PDF</a>]</div>",,One-loop radiative seesaw dark matter and neutrinoless double beta decay with two zero flavor neutrino mass texture,2018-05-13,International Journal of Modern Physics A,064-899-024-967-217,4,0.0113,
"189-0,0111",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/011-322-926-218-945/main"">
Dark matter progenitor: Light vector boson decay into sterile neutrinos</a><br>
Brian Shuve, Itay Yavin <br><br>
We show that the existence of new, light gauge interactions coupled to Standard Model (SM) neutrinos give rise to an abundance of sterile neutrinos through the sterile neutrinos' mixing with the SM. Specifically, in the mass range of MeV-GeV and coupling of $g' \sim 10^{-6} - 10^{-2}$, the decay of this new vector boson in the early universe produces a sufficient quantity of sterile neutrinos to a...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.89.113004"">10.1103/physrevd.89.113004</a> [<a href=""https://arxiv.org/pdf/1403.2727"">PDF</a>]</div>",,Dark matter progenitor: Light vector boson decay into sterile neutrinos,2018-05-12,Physical Review D,011-322-926-218-945,50,0.0111,
"190-0,0111",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/039-299-125-527-127/main"">
Generalized bottom-tau unification, neutrino oscillations and dark matter: Predictions from a lepton quarticity flavor approach</a><br>
Salvador Centelles Chuliá, Rahul Srivastava, José W. F. Valle <br><br>
Abstract We propose an A 4 extension of the Standard Model with a Lepton Quarticity symmetry correlating dark matter stability with the Dirac nature of neutrinos. The flavor symmetry predicts (i) a generalized bottom-tau mass relation involving all families, (ii) small neutrino masses are induced a la seesaw , (iii) CP must be significantly violated in neutrino oscillations, (iv) the atmospheric a...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.physletb.2017.07.065"">10.1016/j.physletb.2017.07.065</a> [<a href=""https://www.arxiv.org/pdf/1706.00210"">PDF</a>]</div>",,"Generalized bottom-tau unification, neutrino oscillations and dark matter: Predictions from a lepton quarticity flavor approach",2018-05-13,Physics Letters B,039-299-125-527-127,30,0.0111,
"191-0,0107",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/070-133-440-471-892/main"">
Systematic U(1)_(B-L) extensions of loop-induced neutrino mass models with dark matter</a><br>
Shu-Yu Ho, Takashi Toma, Koji Tsumura <br><br>
We study the gauged U(1)_(B–L) extensions of the models for neutrino masses and dark matter. In this class of models, tiny neutrino masses are radiatively induced through the loop diagrams, while the origin of the dark matter stability is guaranteed by the remnant of the gauge symmetry. Depending on how the lepton number conservation is violated, these models are systematically classified. We pres...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.94.033007"">10.1103/physrevd.94.033007</a> [<a href=""https://arxiv.org/pdf/1604.07894"">PDF</a>]</div>",,Systematic U(1)_(B-L) extensions of loop-induced neutrino mass models with dark matter,2018-05-12,Physical Review D,070-133-440-471-892,16,0.0107,
"192-0,0106",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/134-976-134-346-773/main"">
Dark matter decay to a photon and a neutrino: The double monochromatic smoking gun scenario</a><br>
Chaimae El Aisati, Michael Gustafsson, Thomas Hambye, <i>et al.</i> <br><br>
In the energy range from a few TeV to 25 TeV, upper bounds on the dark matter decay rate into high-energy monochromatic neutrinos have recently become comparable to those on monochromatic gamma-ray lines. This implies the clear possibility of a future double ``smoking gun'' as evidence of the dark matter particle, from the observation of both a gamma and a neutrino line at the same energy. In part...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.93.043535"">10.1103/physrevd.93.043535</a> [<a href=""https://arxiv.org/abs/1510.05008"">PDF</a>]</div>",,Dark matter decay to a photon and a neutrino: The double monochromatic smoking gun scenario,2018-05-12,Physical Review D,134-976-134-346-773,20,0.0106,
"193-0,01",New,"<div><a href=""https://www.lens.org/lens/scholar/article/016-198-856-862-327/main"">
Fingerprint matching of beyond-WIMP dark matter: neural network approach</a><br>
Kyu Jung Bae, Ryusuke Jinno, Ayuki Kamada, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2020/03/042"">10.1088/1475-7516/2020/03/042</a> ",,Fingerprint matching of beyond-WIMP dark matter: neural network approach,2020-03-23,Journal of Cosmology and Astroparticle Physics,016-198-856-862-327,0,0.01,
"194-0,01",New,"<div><a href=""https://www.lens.org/lens/scholar/article/024-863-108-413-662/main"">
O new physics, where art thou? A global search in the top sector</a><br>
I. Brivio, Sebastian Bruggisser, Fabio Maltoni, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep02(2020)131"">10.1007/jhep02(2020)131</a> ",,"O new physics, where art thou? A global search in the top sector",2020-03-05,Journal of High Energy Physics,024-863-108-413-662,0,0.01,
"195-0,01",New,"<div><a href=""https://www.lens.org/lens/scholar/article/050-199-218-057-697/main"">
Primordial extremal black holes as dark matter</a><br>
Yang Bai, Nicholas Orlofsky <br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.101.055006"">10.1103/physrevd.101.055006</a> ",,Primordial extremal black holes as dark matter,2020-03-05,Physical Review D,050-199-218-057-697,0,0.01,
